orderDate_SK,orderDate_NK,order_calendarYear,order_calendarQuarter,order_calendarMonth,order_calendarWeek,order_calendarDay,order_fiscalYear,order_fiscalQuarter,order_fiscalMonth,order_fiscalWeek,order_fiscalDay
1188,2008-03-04,2008,1,03,1,04,2008,1,03,1,04
1189,2008-03-05,2008,1,03,1,05,2008,1,03,1,05
1190,2008-03-06,2008,1,03,1,06,2008,1,03,1,06
1191,2008-03-07,2008,1,03,1,07,2008,1,03,1,07
1192,2008-03-08,2008,1,03,2,08,2008,1,03,2,08
1193,2008-03-09,2008,1,03,2,09,2008,1,03,2,09
1194,2008-03-10,2008,1,03,2,10,2008,1,03,2,10
1195,2008-03-11,2008,1,03,2,11,2008,1,03,2,11
1196,2008-03-12,2008,1,03,2,12,2008,1,03,2,12
1197,2008-03-13,2008,1,03,2,13,2008,1,03,2,13
1198,2008-03-14,2008,1,03,2,14,2008,1,03,2,14
1199,2008-03-15,2008,1,03,3,15,2008,1,03,3,15
1200,2008-03-16,2008,1,03,3,16,2008,1,03,3,16
1201,2008-03-17,2008,1,03,3,17,2008,1,03,3,17
1202,2008-03-18,2008,1,03,3,18,2008,1,03,3,18
1203,2008-03-19,2008,1,03,3,19,2008,1,03,3,19
1204,2008-03-20,2008,1,03,3,20,2008,1,03,3,20
1205,2008-03-21,2008,1,03,3,21,2008,1,03,3,21
1206,2008-03-22,2008,1,03,4,22,2008,1,03,4,22
1207,2008-03-23,2008,1,03,4,23,2008,1,03,4,23
1208,2008-03-24,2008,1,03,4,24,2008,1,03,4,24
1209,2008-03-25,2008,1,03,4,25,2008,1,03,4,25
1210,2008-03-26,2008,1,03,4,26,2008,1,03,4,26
1211,2008-03-27,2008,1,03,4,27,2008,1,03,4,27
1212,2008-03-28,2008,1,03,4,28,2008,1,03,4,28
1213,2008-03-29,2008,1,03,5,29,2008,1,03,5,29
1214,2008-03-30,2008,1,03,5,30,2008,1,03,5,30
1215,2008-03-31,2008,1,03,5,31,2008,1,03,5,31
1216,2008-04-01,2008,2,04,1,01,2008,2,04,1,01
1217,2008-04-02,2008,2,04,1,02,2008,2,04,1,02
1218,2008-04-03,2008,2,04,1,03,2008,2,04,1,03
1219,2008-04-04,2008,2,04,1,04,2008,2,04,1,04
1220,2008-04-05,2008,2,04,1,05,2008,2,04,1,05
1221,2008-04-06,2008,2,04,1,06,2008,2,04,1,06
1222,2008-04-07,2008,2,04,1,07,2008,2,04,1,07
1223,2008-04-08,2008,2,04,2,08,2008,2,04,2,08
1224,2008-04-09,2008,2,04,2,09,2008,2,04,2,09
1225,2008-04-10,2008,2,04,2,10,2008,2,04,2,10
1226,2008-04-11,2008,2,04,2,11,2008,2,04,2,11
1227,2008-04-12,2008,2,04,2,12,2008,2,04,2,12
1228,2008-04-13,2008,2,04,2,13,2008,2,04,2,13
1229,2008-04-14,2008,2,04,2,14,2008,2,04,2,14
1230,2008-04-15,2008,2,04,3,15,2008,2,04,3,15
1231,2008-04-16,2008,2,04,3,16,2008,2,04,3,16
1232,2008-04-17,2008,2,04,3,17,2008,2,04,3,17
1233,2008-04-18,2008,2,04,3,18,2008,2,04,3,18
1234,2008-04-19,2008,2,04,3,19,2008,2,04,3,19
1235,2008-04-20,2008,2,04,3,20,2008,2,04,3,20
1236,2008-04-21,2008,2,04,3,21,2008,2,04,3,21
1237,2008-04-22,2008,2,04,4,22,2008,2,04,4,22
1238,2008-04-23,2008,2,04,4,23,2008,2,04,4,23
1239,2008-04-24,2008,2,04,4,24,2008,2,04,4,24
1240,2008-04-25,2008,2,04,4,25,2008,2,04,4,25
1241,2008-04-26,2008,2,04,4,26,2008,2,04,4,26
1242,2008-04-27,2008,2,04,4,27,2008,2,04,4,27
1243,2008-04-28,2008,2,04,4,28,2008,2,04,4,28
1244,2008-04-29,2008,2,04,5,29,2008,2,04,5,29
1245,2008-04-30,2008,2,04,5,30,2008,2,04,5,30
1246,2008-05-01,2008,2,05,1,01,2008,2,05,1,01
1247,2008-05-02,2008,2,05,1,02,2008,2,05,1,02
1248,2008-05-03,2008,2,05,1,03,2008,2,05,1,03
1249,2008-05-04,2008,2,05,1,04,2008,2,05,1,04
1250,2008-05-05,2008,2,05,1,05,2008,2,05,1,05
1251,2008-05-06,2008,2,05,1,06,2008,2,05,1,06
1252,2008-05-07,2008,2,05,1,07,2008,2,05,1,07
1253,2008-05-08,2008,2,05,2,08,2008,2,05,2,08
1254,2008-05-09,2008,2,05,2,09,2008,2,05,2,09
1255,2008-05-10,2008,2,05,2,10,2008,2,05,2,10
1256,2008-05-11,2008,2,05,2,11,2008,2,05,2,11
1257,2008-05-12,2008,2,05,2,12,2008,2,05,2,12
1258,2008-05-13,2008,2,05,2,13,2008,2,05,2,13
1259,2008-05-14,2008,2,05,2,14,2008,2,05,2,14
1260,2008-05-15,2008,2,05,3,15,2008,2,05,3,15
1261,2008-05-16,2008,2,05,3,16,2008,2,05,3,16
1262,2008-05-17,2008,2,05,3,17,2008,2,05,3,17
1263,2008-05-18,2008,2,05,3,18,2008,2,05,3,18
1264,2008-05-19,2008,2,05,3,19,2008,2,05,3,19
1265,2008-05-20,2008,2,05,3,20,2008,2,05,3,20
1266,2008-05-21,2008,2,05,3,21,2008,2,05,3,21
1267,2008-05-22,2008,2,05,4,22,2008,2,05,4,22
1268,2008-05-23,2008,2,05,4,23,2008,2,05,4,23
1269,2008-05-24,2008,2,05,4,24,2008,2,05,4,24
1270,2008-05-25,2008,2,05,4,25,2008,2,05,4,25
1271,2008-05-26,2008,2,05,4,26,2008,2,05,4,26
1272,2008-05-27,2008,2,05,4,27,2008,2,05,4,27
1273,2008-05-28,2008,2,05,4,28,2008,2,05,4,28
1274,2008-05-29,2008,2,05,5,29,2008,2,05,5,29
1275,2008-05-30,2008,2,05,5,30,2008,2,05,5,30
1276,2008-05-31,2008,2,05,5,31,2008,2,05,5,31
1277,2008-06-01,2008,2,06,1,01,2008,2,06,1,01
1278,2008-06-02,2008,2,06,1,02,2008,2,06,1,02
1279,2008-06-03,2008,2,06,1,03,2008,2,06,1,03
1280,2008-06-04,2008,2,06,1,04,2008,2,06,1,04
1281,2008-06-05,2008,2,06,1,05,2008,2,06,1,05
1282,2008-06-06,2008,2,06,1,06,2008,2,06,1,06
1283,2008-06-07,2008,2,06,1,07,2008,2,06,1,07
1284,2008-06-08,2008,2,06,2,08,2008,2,06,2,08
1285,2008-06-09,2008,2,06,2,09,2008,2,06,2,09
1286,2008-06-10,2008,2,06,2,10,2008,2,06,2,10
1287,2008-06-11,2008,2,06,2,11,2008,2,06,2,11
1288,2008-06-12,2008,2,06,2,12,2008,2,06,2,12
1289,2008-06-13,2008,2,06,2,13,2008,2,06,2,13
1290,2008-06-14,2008,2,06,2,14,2008,2,06,2,14
1291,2008-06-15,2008,2,06,3,15,2008,2,06,3,15
1292,2008-06-16,2008,2,06,3,16,2008,2,06,3,16
1293,2008-06-17,2008,2,06,3,17,2008,2,06,3,17
1294,2008-06-18,2008,2,06,3,18,2008,2,06,3,18
1295,2008-06-19,2008,2,06,3,19,2008,2,06,3,19
1296,2008-06-20,2008,2,06,3,20,2008,2,06,3,20
1297,2008-06-21,2008,2,06,3,21,2008,2,06,3,21
1298,2008-06-22,2008,2,06,4,22,2008,2,06,4,22
1299,2008-06-23,2008,2,06,4,23,2008,2,06,4,23
1300,2008-06-24,2008,2,06,4,24,2008,2,06,4,24
1301,2008-06-25,2008,2,06,4,25,2008,2,06,4,25
1302,2008-06-26,2008,2,06,4,26,2008,2,06,4,26
1303,2008-06-27,2008,2,06,4,27,2008,2,06,4,27
1304,2008-06-28,2008,2,06,4,28,2008,2,06,4,28
1305,2008-06-29,2008,2,06,5,29,2008,2,06,5,29
1306,2008-06-30,2008,2,06,5,30,2008,2,06,5,30
1307,2008-07-01,2008,3,07,1,01,2008,3,07,1,01
1308,2008-07-02,2008,3,07,1,02,2008,3,07,1,02
1309,2008-07-03,2008,3,07,1,03,2008,3,07,1,03
1310,2008-07-04,2008,3,07,1,04,2008,3,07,1,04
1311,2008-07-05,2008,3,07,1,05,2008,3,07,1,05
1312,2008-07-06,2008,3,07,1,06,2008,3,07,1,06
1313,2008-07-07,2008,3,07,1,07,2008,3,07,1,07
1314,2008-07-08,2008,3,07,2,08,2008,3,07,2,08
1315,2008-07-09,2008,3,07,2,09,2008,3,07,2,09
1316,2008-07-10,2008,3,07,2,10,2008,3,07,2,10
1317,2008-07-11,2008,3,07,2,11,2008,3,07,2,11
1318,2008-07-12,2008,3,07,2,12,2008,3,07,2,12
1319,2008-07-13,2008,3,07,2,13,2008,3,07,2,13
1320,2008-07-14,2008,3,07,2,14,2008,3,07,2,14
1321,2008-07-15,2008,3,07,3,15,2008,3,07,3,15
1322,2008-07-16,2008,3,07,3,16,2008,3,07,3,16
1323,2008-07-17,2008,3,07,3,17,2008,3,07,3,17
1324,2008-07-18,2008,3,07,3,18,2008,3,07,3,18
1325,2008-07-19,2008,3,07,3,19,2008,3,07,3,19
1326,2008-07-20,2008,3,07,3,20,2008,3,07,3,20
1327,2008-07-21,2008,3,07,3,21,2008,3,07,3,21
1328,2008-07-22,2008,3,07,4,22,2008,3,07,4,22
1329,2008-07-23,2008,3,07,4,23,2008,3,07,4,23
1330,2008-07-24,2008,3,07,4,24,2008,3,07,4,24
1331,2008-07-25,2008,3,07,4,25,2008,3,07,4,25
1332,2008-07-26,2008,3,07,4,26,2008,3,07,4,26
1333,2008-07-27,2008,3,07,4,27,2008,3,07,4,27
1334,2008-07-28,2008,3,07,4,28,2008,3,07,4,28
1335,2008-07-29,2008,3,07,5,29,2008,3,07,5,29
1336,2008-07-30,2008,3,07,5,30,2008,3,07,5,30
1337,2008-07-31,2008,3,07,5,31,2008,3,07,5,31
1338,2008-08-01,2008,3,08,1,01,2008,3,08,1,01
1339,2008-08-02,2008,3,08,1,02,2008,3,08,1,02
1340,2008-08-03,2008,3,08,1,03,2008,3,08,1,03
1341,2008-08-04,2008,3,08,1,04,2008,3,08,1,04
1342,2008-08-05,2008,3,08,1,05,2008,3,08,1,05
1343,2008-08-06,2008,3,08,1,06,2008,3,08,1,06
1344,2008-08-07,2008,3,08,1,07,2008,3,08,1,07
1345,2008-08-08,2008,3,08,2,08,2008,3,08,2,08
1346,2008-08-09,2008,3,08,2,09,2008,3,08,2,09
1347,2008-08-10,2008,3,08,2,10,2008,3,08,2,10
1348,2008-08-11,2008,3,08,2,11,2008,3,08,2,11
1349,2008-08-12,2008,3,08,2,12,2008,3,08,2,12
1350,2008-08-13,2008,3,08,2,13,2008,3,08,2,13
1351,2008-08-14,2008,3,08,2,14,2008,3,08,2,14
1352,2008-08-15,2008,3,08,3,15,2008,3,08,3,15
1353,2008-08-16,2008,3,08,3,16,2008,3,08,3,16
1354,2008-08-17,2008,3,08,3,17,2008,3,08,3,17
1355,2008-08-18,2008,3,08,3,18,2008,3,08,3,18
1356,2008-08-19,2008,3,08,3,19,2008,3,08,3,19
1357,2008-08-20,2008,3,08,3,20,2008,3,08,3,20
1358,2008-08-21,2008,3,08,3,21,2008,3,08,3,21
1359,2008-08-22,2008,3,08,4,22,2008,3,08,4,22
1360,2008-08-23,2008,3,08,4,23,2008,3,08,4,23
1361,2008-08-24,2008,3,08,4,24,2008,3,08,4,24
1362,2008-08-25,2008,3,08,4,25,2008,3,08,4,25
1363,2008-08-26,2008,3,08,4,26,2008,3,08,4,26
1364,2008-08-27,2008,3,08,4,27,2008,3,08,4,27
1365,2008-08-28,2008,3,08,4,28,2008,3,08,4,28
1366,2008-08-29,2008,3,08,5,29,2008,3,08,5,29
1367,2008-08-30,2008,3,08,5,30,2008,3,08,5,30
1368,2008-08-31,2008,3,08,5,31,2008,3,08,5,31
1369,2008-09-01,2008,3,09,1,01,2008,3,09,1,01
1370,2008-09-02,2008,3,09,1,02,2008,3,09,1,02
1371,2008-09-03,2008,3,09,1,03,2008,3,09,1,03
1372,2008-09-04,2008,3,09,1,04,2008,3,09,1,04
1373,2008-09-05,2008,3,09,1,05,2008,3,09,1,05
1374,2008-09-06,2008,3,09,1,06,2008,3,09,1,06
1375,2008-09-07,2008,3,09,1,07,2008,3,09,1,07
1376,2008-09-08,2008,3,09,2,08,2008,3,09,2,08
1377,2008-09-09,2008,3,09,2,09,2008,3,09,2,09
1378,2008-09-10,2008,3,09,2,10,2008,3,09,2,10
1379,2008-09-11,2008,3,09,2,11,2008,3,09,2,11
1380,2008-09-12,2008,3,09,2,12,2008,3,09,2,12
1381,2008-09-13,2008,3,09,2,13,2008,3,09,2,13
1382,2008-09-14,2008,3,09,2,14,2008,3,09,2,14
1383,2008-09-15,2008,3,09,3,15,2008,3,09,3,15
1384,2008-09-16,2008,3,09,3,16,2008,3,09,3,16
1385,2008-09-17,2008,3,09,3,17,2008,3,09,3,17
1386,2008-09-18,2008,3,09,3,18,2008,3,09,3,18
1387,2008-09-19,2008,3,09,3,19,2008,3,09,3,19
1388,2008-09-20,2008,3,09,3,20,2008,3,09,3,20
1389,2008-09-21,2008,3,09,3,21,2008,3,09,3,21
1390,2008-09-22,2008,3,09,4,22,2008,3,09,4,22
1391,2008-09-23,2008,3,09,4,23,2008,3,09,4,23
1392,2008-09-24,2008,3,09,4,24,2008,3,09,4,24
1393,2008-09-25,2008,3,09,4,25,2008,3,09,4,25
1394,2008-09-26,2008,3,09,4,26,2008,3,09,4,26
1395,2008-09-27,2008,3,09,4,27,2008,3,09,4,27
1396,2008-09-28,2008,3,09,4,28,2008,3,09,4,28
1397,2008-09-29,2008,3,09,5,29,2008,3,09,5,29
1398,2008-09-30,2008,3,09,5,30,2008,3,09,5,30
1399,2008-10-01,2008,4,10,1,01,2008,4,10,1,01
1400,2008-10-02,2008,4,10,1,02,2008,4,10,1,02
1401,2008-10-03,2008,4,10,1,03,2008,4,10,1,03
1402,2008-10-04,2008,4,10,1,04,2008,4,10,1,04
1403,2008-10-05,2008,4,10,1,05,2008,4,10,1,05
1404,2008-10-06,2008,4,10,1,06,2008,4,10,1,06
1405,2008-10-07,2008,4,10,1,07,2008,4,10,1,07
1406,2008-10-08,2008,4,10,2,08,2008,4,10,2,08
1407,2008-10-09,2008,4,10,2,09,2008,4,10,2,09
1408,2008-10-10,2008,4,10,2,10,2008,4,10,2,10
1409,2008-10-11,2008,4,10,2,11,2008,4,10,2,11
1410,2008-10-12,2008,4,10,2,12,2008,4,10,2,12
1411,2008-10-13,2008,4,10,2,13,2008,4,10,2,13
1412,2008-10-14,2008,4,10,2,14,2008,4,10,2,14
1413,2008-10-15,2008,4,10,3,15,2008,4,10,3,15
1414,2008-10-16,2008,4,10,3,16,2008,4,10,3,16
1415,2008-10-17,2008,4,10,3,17,2008,4,10,3,17
1416,2008-10-18,2008,4,10,3,18,2008,4,10,3,18
1417,2008-10-19,2008,4,10,3,19,2008,4,10,3,19
1418,2008-10-20,2008,4,10,3,20,2008,4,10,3,20
1419,2008-10-21,2008,4,10,3,21,2008,4,10,3,21
1420,2008-10-22,2008,4,10,4,22,2008,4,10,4,22
1421,2008-10-23,2008,4,10,4,23,2008,4,10,4,23
1422,2008-10-24,2008,4,10,4,24,2008,4,10,4,24
1423,2008-10-25,2008,4,10,4,25,2008,4,10,4,25
1424,2008-10-26,2008,4,10,4,26,2008,4,10,4,26
1425,2008-10-27,2008,4,10,4,27,2008,4,10,4,27
1426,2008-10-28,2008,4,10,4,28,2008,4,10,4,28
1427,2008-10-29,2008,4,10,5,29,2008,4,10,5,29
1428,2008-10-30,2008,4,10,5,30,2008,4,10,5,30
1429,2008-10-31,2008,4,10,5,31,2008,4,10,5,31
1430,2008-11-01,2008,4,11,1,01,2008,4,11,1,01
1431,2008-11-02,2008,4,11,1,02,2008,4,11,1,02
1432,2008-11-03,2008,4,11,1,03,2008,4,11,1,03
1433,2008-11-04,2008,4,11,1,04,2008,4,11,1,04
1434,2008-11-05,2008,4,11,1,05,2008,4,11,1,05
1435,2008-11-06,2008,4,11,1,06,2008,4,11,1,06
1436,2008-11-07,2008,4,11,1,07,2008,4,11,1,07
1437,2008-11-08,2008,4,11,2,08,2008,4,11,2,08
1438,2008-11-09,2008,4,11,2,09,2008,4,11,2,09
1439,2008-11-10,2008,4,11,2,10,2008,4,11,2,10
1440,2008-11-11,2008,4,11,2,11,2008,4,11,2,11
1441,2008-11-12,2008,4,11,2,12,2008,4,11,2,12
1442,2008-11-13,2008,4,11,2,13,2008,4,11,2,13
1443,2008-11-14,2008,4,11,2,14,2008,4,11,2,14
1444,2008-11-15,2008,4,11,3,15,2008,4,11,3,15
1445,2008-11-16,2008,4,11,3,16,2008,4,11,3,16
1446,2008-11-17,2008,4,11,3,17,2008,4,11,3,17
1447,2008-11-18,2008,4,11,3,18,2008,4,11,3,18
1448,2008-11-19,2008,4,11,3,19,2008,4,11,3,19
1449,2008-11-20,2008,4,11,3,20,2008,4,11,3,20
1450,2008-11-21,2008,4,11,3,21,2008,4,11,3,21
1451,2008-11-22,2008,4,11,4,22,2008,4,11,4,22
1452,2008-11-23,2008,4,11,4,23,2008,4,11,4,23
1453,2008-11-24,2008,4,11,4,24,2008,4,11,4,24
1454,2008-11-25,2008,4,11,4,25,2008,4,11,4,25
1455,2008-11-26,2008,4,11,4,26,2008,4,11,4,26
1456,2008-11-27,2008,4,11,4,27,2008,4,11,4,27
1457,2008-11-28,2008,4,11,4,28,2008,4,11,4,28
1458,2008-11-29,2008,4,11,5,29,2008,4,11,5,29
1459,2008-11-30,2008,4,11,5,30,2008,4,11,5,30
1460,2008-12-01,2008,4,12,1,01,2008,4,12,1,01
1461,2008-12-02,2008,4,12,1,02,2008,4,12,1,02
1462,2008-12-03,2008,4,12,1,03,2008,4,12,1,03
1463,2008-12-04,2008,4,12,1,04,2008,4,12,1,04
1464,2008-12-05,2008,4,12,1,05,2008,4,12,1,05
1465,2008-12-06,2008,4,12,1,06,2008,4,12,1,06
1466,2008-12-07,2008,4,12,1,07,2008,4,12,1,07
1467,2008-12-08,2008,4,12,2,08,2008,4,12,2,08
1468,2008-12-09,2008,4,12,2,09,2008,4,12,2,09
1469,2008-12-10,2008,4,12,2,10,2008,4,12,2,10
1470,2008-12-11,2008,4,12,2,11,2008,4,12,2,11
1471,2008-12-12,2008,4,12,2,12,2008,4,12,2,12
1472,2008-12-13,2008,4,12,2,13,2008,4,12,2,13
1473,2008-12-14,2008,4,12,2,14,2008,4,12,2,14
1474,2008-12-15,2008,4,12,3,15,2008,4,12,3,15
1475,2008-12-16,2008,4,12,3,16,2008,4,12,3,16
1476,2008-12-17,2008,4,12,3,17,2008,4,12,3,17
1477,2008-12-18,2008,4,12,3,18,2008,4,12,3,18
1478,2008-12-19,2008,4,12,3,19,2008,4,12,3,19
1479,2008-12-20,2008,4,12,3,20,2008,4,12,3,20
1480,2008-12-21,2008,4,12,3,21,2008,4,12,3,21
1481,2008-12-22,2008,4,12,4,22,2008,4,12,4,22
1482,2008-12-23,2008,4,12,4,23,2008,4,12,4,23
1483,2008-12-24,2008,4,12,4,24,2008,4,12,4,24
1484,2008-12-25,2008,4,12,4,25,2008,4,12,4,25
1485,2008-12-26,2008,4,12,4,26,2008,4,12,4,26
1486,2008-12-27,2008,4,12,4,27,2008,4,12,4,27
1487,2008-12-28,2008,4,12,4,28,2008,4,12,4,28
1488,2008-12-29,2008,4,12,5,29,2008,4,12,5,29
1489,2008-12-30,2008,4,12,5,30,2008,4,12,5,30
1490,2008-12-31,2008,4,12,5,31,2008,4,12,5,31
1491,2009-01-01,2009,1,01,1,01,2009,1,01,1,01
1492,2009-01-02,2009,1,01,1,02,2009,1,01,1,02
1493,2009-01-03,2009,1,01,1,03,2009,1,01,1,03
1494,2009-01-04,2009,1,01,1,04,2009,1,01,1,04
1495,2009-01-05,2009,1,01,1,05,2009,1,01,1,05
1496,2009-01-06,2009,1,01,1,06,2009,1,01,1,06
1497,2009-01-07,2009,1,01,1,07,2009,1,01,1,07
1498,2009-01-08,2009,1,01,2,08,2009,1,01,2,08
1499,2009-01-09,2009,1,01,2,09,2009,1,01,2,09
1500,2009-01-10,2009,1,01,2,10,2009,1,01,2,10
1501,2009-01-11,2009,1,01,2,11,2009,1,01,2,11
1502,2009-01-12,2009,1,01,2,12,2009,1,01,2,12
1503,2009-01-13,2009,1,01,2,13,2009,1,01,2,13
1504,2009-01-14,2009,1,01,2,14,2009,1,01,2,14
1505,2009-01-15,2009,1,01,3,15,2009,1,01,3,15
1506,2009-01-16,2009,1,01,3,16,2009,1,01,3,16
1507,2009-01-17,2009,1,01,3,17,2009,1,01,3,17
1508,2009-01-18,2009,1,01,3,18,2009,1,01,3,18
1509,2009-01-19,2009,1,01,3,19,2009,1,01,3,19
1510,2009-01-20,2009,1,01,3,20,2009,1,01,3,20
1511,2009-01-21,2009,1,01,3,21,2009,1,01,3,21
1512,2009-01-22,2009,1,01,4,22,2009,1,01,4,22
1513,2009-01-23,2009,1,01,4,23,2009,1,01,4,23
1514,2009-01-24,2009,1,01,4,24,2009,1,01,4,24
1515,2009-01-25,2009,1,01,4,25,2009,1,01,4,25
1516,2009-01-26,2009,1,01,4,26,2009,1,01,4,26
1517,2009-01-27,2009,1,01,4,27,2009,1,01,4,27
1518,2009-01-28,2009,1,01,4,28,2009,1,01,4,28
1519,2009-01-29,2009,1,01,5,29,2009,1,01,5,29
1520,2009-01-30,2009,1,01,5,30,2009,1,01,5,30
1521,2009-01-31,2009,1,01,5,31,2009,1,01,5,31
1522,2009-02-01,2009,1,02,1,01,2009,1,02,1,01
1523,2009-02-02,2009,1,02,1,02,2009,1,02,1,02
1524,2009-02-03,2009,1,02,1,03,2009,1,02,1,03
1525,2009-02-04,2009,1,02,1,04,2009,1,02,1,04
1526,2009-02-05,2009,1,02,1,05,2009,1,02,1,05
1527,2009-02-06,2009,1,02,1,06,2009,1,02,1,06
1528,2009-02-07,2009,1,02,1,07,2009,1,02,1,07
1529,2009-02-08,2009,1,02,2,08,2009,1,02,2,08
1530,2009-02-09,2009,1,02,2,09,2009,1,02,2,09
1531,2009-02-10,2009,1,02,2,10,2009,1,02,2,10
1532,2009-02-11,2009,1,02,2,11,2009,1,02,2,11
1533,2009-02-12,2009,1,02,2,12,2009,1,02,2,12
1534,2009-02-13,2009,1,02,2,13,2009,1,02,2,13
1535,2009-02-14,2009,1,02,2,14,2009,1,02,2,14
1536,2009-02-15,2009,1,02,3,15,2009,1,02,3,15
1537,2009-02-16,2009,1,02,3,16,2009,1,02,3,16
1538,2009-02-17,2009,1,02,3,17,2009,1,02,3,17
1539,2009-02-18,2009,1,02,3,18,2009,1,02,3,18
1540,2009-02-19,2009,1,02,3,19,2009,1,02,3,19
1541,2009-02-20,2009,1,02,3,20,2009,1,02,3,20
1542,2009-02-21,2009,1,02,3,21,2009,1,02,3,21
1543,2009-02-22,2009,1,02,4,22,2009,1,02,4,22
1544,2009-02-23,2009,1,02,4,23,2009,1,02,4,23
1545,2009-02-24,2009,1,02,4,24,2009,1,02,4,24
1546,2009-02-25,2009,1,02,4,25,2009,1,02,4,25
1547,2009-02-26,2009,1,02,4,26,2009,1,02,4,26
1548,2009-02-27,2009,1,02,4,27,2009,1,02,4,27
1549,2009-02-28,2009,1,02,4,28,2009,1,02,4,28
1550,2009-03-01,2009,1,03,1,01,2009,1,03,1,01
1551,2009-03-02,2009,1,03,1,02,2009,1,03,1,02
1552,2009-03-03,2009,1,03,1,03,2009,1,03,1,03
1553,2009-03-04,2009,1,03,1,04,2009,1,03,1,04
1554,2009-03-05,2009,1,03,1,05,2009,1,03,1,05
1555,2009-03-06,2009,1,03,1,06,2009,1,03,1,06
1556,2009-03-07,2009,1,03,1,07,2009,1,03,1,07
1557,2009-03-08,2009,1,03,2,08,2009,1,03,2,08
1558,2009-03-09,2009,1,03,2,09,2009,1,03,2,09
1559,2009-03-10,2009,1,03,2,10,2009,1,03,2,10
1560,2009-03-11,2009,1,03,2,11,2009,1,03,2,11
1561,2009-03-12,2009,1,03,2,12,2009,1,03,2,12
1562,2009-03-13,2009,1,03,2,13,2009,1,03,2,13
1563,2009-03-14,2009,1,03,2,14,2009,1,03,2,14
1564,2009-03-15,2009,1,03,3,15,2009,1,03,3,15
1565,2009-03-16,2009,1,03,3,16,2009,1,03,3,16
1566,2009-03-17,2009,1,03,3,17,2009,1,03,3,17
1567,2009-03-18,2009,1,03,3,18,2009,1,03,3,18
1568,2009-03-19,2009,1,03,3,19,2009,1,03,3,19
1569,2009-03-20,2009,1,03,3,20,2009,1,03,3,20
1570,2009-03-21,2009,1,03,3,21,2009,1,03,3,21
1571,2009-03-22,2009,1,03,4,22,2009,1,03,4,22
1572,2009-03-23,2009,1,03,4,23,2009,1,03,4,23
1573,2009-03-24,2009,1,03,4,24,2009,1,03,4,24
1574,2009-03-25,2009,1,03,4,25,2009,1,03,4,25
1575,2009-03-26,2009,1,03,4,26,2009,1,03,4,26
1576,2009-03-27,2009,1,03,4,27,2009,1,03,4,27
1577,2009-03-28,2009,1,03,4,28,2009,1,03,4,28
1578,2009-03-29,2009,1,03,5,29,2009,1,03,5,29
1579,2009-03-30,2009,1,03,5,30,2009,1,03,5,30
1580,2009-03-31,2009,1,03,5,31,2009,1,03,5,31
1581,2009-04-01,2009,2,04,1,01,2009,2,04,1,01
1582,2009-04-02,2009,2,04,1,02,2009,2,04,1,02
1583,2009-04-03,2009,2,04,1,03,2009,2,04,1,03
1584,2009-04-04,2009,2,04,1,04,2009,2,04,1,04
1585,2009-04-05,2009,2,04,1,05,2009,2,04,1,05
1586,2009-04-06,2009,2,04,1,06,2009,2,04,1,06
1587,2009-04-07,2009,2,04,1,07,2009,2,04,1,07
1588,2009-04-08,2009,2,04,2,08,2009,2,04,2,08
1589,2009-04-09,2009,2,04,2,09,2009,2,04,2,09
1590,2009-04-10,2009,2,04,2,10,2009,2,04,2,10
1591,2009-04-11,2009,2,04,2,11,2009,2,04,2,11
1592,2009-04-12,2009,2,04,2,12,2009,2,04,2,12
1593,2009-04-13,2009,2,04,2,13,2009,2,04,2,13
1594,2009-04-14,2009,2,04,2,14,2009,2,04,2,14
1595,2009-04-15,2009,2,04,3,15,2009,2,04,3,15
1596,2009-04-16,2009,2,04,3,16,2009,2,04,3,16
1597,2009-04-17,2009,2,04,3,17,2009,2,04,3,17
1598,2009-04-18,2009,2,04,3,18,2009,2,04,3,18
1599,2009-04-19,2009,2,04,3,19,2009,2,04,3,19
1600,2009-04-20,2009,2,04,3,20,2009,2,04,3,20
1601,2009-04-21,2009,2,04,3,21,2009,2,04,3,21
1602,2009-04-22,2009,2,04,4,22,2009,2,04,4,22
1603,2009-04-23,2009,2,04,4,23,2009,2,04,4,23
1604,2009-04-24,2009,2,04,4,24,2009,2,04,4,24
1605,2009-04-25,2009,2,04,4,25,2009,2,04,4,25
1606,2009-04-26,2009,2,04,4,26,2009,2,04,4,26
1607,2009-04-27,2009,2,04,4,27,2009,2,04,4,27
1608,2009-04-28,2009,2,04,4,28,2009,2,04,4,28
1609,2009-04-29,2009,2,04,5,29,2009,2,04,5,29
1610,2009-04-30,2009,2,04,5,30,2009,2,04,5,30
1611,2009-05-01,2009,2,05,1,01,2009,2,05,1,01
1612,2009-05-02,2009,2,05,1,02,2009,2,05,1,02
1613,2009-05-03,2009,2,05,1,03,2009,2,05,1,03
1614,2009-05-04,2009,2,05,1,04,2009,2,05,1,04
1615,2009-05-05,2009,2,05,1,05,2009,2,05,1,05
1616,2009-05-06,2009,2,05,1,06,2009,2,05,1,06
1617,2009-05-07,2009,2,05,1,07,2009,2,05,1,07
1618,2009-05-08,2009,2,05,2,08,2009,2,05,2,08
1619,2009-05-09,2009,2,05,2,09,2009,2,05,2,09
1620,2009-05-10,2009,2,05,2,10,2009,2,05,2,10
1621,2009-05-11,2009,2,05,2,11,2009,2,05,2,11
