saleDate_SK,saleDate_NK,sale_calendarYear,sale_calendarQuarter,sale_calendarMonth,sale_calendarWeek,sale_calendarDay,sale_fiscalYear,sale_fiscalQuarter,sale_fiscalMonth,sale_fiscalWeek,sale_fiscalDay
686,2006-11-17,2006,4,11,3,17,2006,4,11,3,17
687,2006-11-18,2006,4,11,3,18,2006,4,11,3,18
688,2006-11-19,2006,4,11,3,19,2006,4,11,3,19
689,2006-11-20,2006,4,11,3,20,2006,4,11,3,20
690,2006-11-21,2006,4,11,3,21,2006,4,11,3,21
691,2006-11-22,2006,4,11,4,22,2006,4,11,4,22
692,2006-11-23,2006,4,11,4,23,2006,4,11,4,23
693,2006-11-24,2006,4,11,4,24,2006,4,11,4,24
694,2006-11-25,2006,4,11,4,25,2006,4,11,4,25
695,2006-11-26,2006,4,11,4,26,2006,4,11,4,26
696,2006-11-27,2006,4,11,4,27,2006,4,11,4,27
697,2006-11-28,2006,4,11,4,28,2006,4,11,4,28
698,2006-11-29,2006,4,11,5,29,2006,4,11,5,29
699,2006-11-30,2006,4,11,5,30,2006,4,11,5,30
700,2006-12-01,2006,4,12,1,01,2006,4,12,1,01
701,2006-12-02,2006,4,12,1,02,2006,4,12,1,02
702,2006-12-03,2006,4,12,1,03,2006,4,12,1,03
703,2006-12-04,2006,4,12,1,04,2006,4,12,1,04
704,2006-12-05,2006,4,12,1,05,2006,4,12,1,05
705,2006-12-06,2006,4,12,1,06,2006,4,12,1,06
706,2006-12-07,2006,4,12,1,07,2006,4,12,1,07
707,2006-12-08,2006,4,12,2,08,2006,4,12,2,08
708,2006-12-09,2006,4,12,2,09,2006,4,12,2,09
709,2006-12-10,2006,4,12,2,10,2006,4,12,2,10
710,2006-12-11,2006,4,12,2,11,2006,4,12,2,11
711,2006-12-12,2006,4,12,2,12,2006,4,12,2,12
712,2006-12-13,2006,4,12,2,13,2006,4,12,2,13
713,2006-12-14,2006,4,12,2,14,2006,4,12,2,14
714,2006-12-15,2006,4,12,3,15,2006,4,12,3,15
715,2006-12-16,2006,4,12,3,16,2006,4,12,3,16
716,2006-12-17,2006,4,12,3,17,2006,4,12,3,17
717,2006-12-18,2006,4,12,3,18,2006,4,12,3,18
718,2006-12-19,2006,4,12,3,19,2006,4,12,3,19
719,2006-12-20,2006,4,12,3,20,2006,4,12,3,20
720,2006-12-21,2006,4,12,3,21,2006,4,12,3,21
721,2006-12-22,2006,4,12,4,22,2006,4,12,4,22
722,2006-12-23,2006,4,12,4,23,2006,4,12,4,23
723,2006-12-24,2006,4,12,4,24,2006,4,12,4,24
724,2006-12-25,2006,4,12,4,25,2006,4,12,4,25
725,2006-12-26,2006,4,12,4,26,2006,4,12,4,26
726,2006-12-27,2006,4,12,4,27,2006,4,12,4,27
727,2006-12-28,2006,4,12,4,28,2006,4,12,4,28
728,2006-12-29,2006,4,12,5,29,2006,4,12,5,29
729,2006-12-30,2006,4,12,5,30,2006,4,12,5,30
730,2006-12-31,2006,4,12,5,31,2006,4,12,5,31
731,2007-01-01,2007,1,01,1,01,2007,1,01,1,01
732,2007-01-02,2007,1,01,1,02,2007,1,01,1,02
733,2007-01-03,2007,1,01,1,03,2007,1,01,1,03
734,2007-01-04,2007,1,01,1,04,2007,1,01,1,04
735,2007-01-05,2007,1,01,1,05,2007,1,01,1,05
736,2007-01-06,2007,1,01,1,06,2007,1,01,1,06
737,2007-01-07,2007,1,01,1,07,2007,1,01,1,07
738,2007-01-08,2007,1,01,2,08,2007,1,01,2,08
739,2007-01-09,2007,1,01,2,09,2007,1,01,2,09
740,2007-01-10,2007,1,01,2,10,2007,1,01,2,10
741,2007-01-11,2007,1,01,2,11,2007,1,01,2,11
742,2007-01-12,2007,1,01,2,12,2007,1,01,2,12
743,2007-01-13,2007,1,01,2,13,2007,1,01,2,13
744,2007-01-14,2007,1,01,2,14,2007,1,01,2,14
745,2007-01-15,2007,1,01,3,15,2007,1,01,3,15
746,2007-01-16,2007,1,01,3,16,2007,1,01,3,16
747,2007-01-17,2007,1,01,3,17,2007,1,01,3,17
748,2007-01-18,2007,1,01,3,18,2007,1,01,3,18
749,2007-01-19,2007,1,01,3,19,2007,1,01,3,19
750,2007-01-20,2007,1,01,3,20,2007,1,01,3,20
751,2007-01-21,2007,1,01,3,21,2007,1,01,3,21
752,2007-01-22,2007,1,01,4,22,2007,1,01,4,22
753,2007-01-23,2007,1,01,4,23,2007,1,01,4,23
754,2007-01-24,2007,1,01,4,24,2007,1,01,4,24
755,2007-01-25,2007,1,01,4,25,2007,1,01,4,25
756,2007-01-26,2007,1,01,4,26,2007,1,01,4,26
757,2007-01-27,2007,1,01,4,27,2007,1,01,4,27
758,2007-01-28,2007,1,01,4,28,2007,1,01,4,28
759,2007-01-29,2007,1,01,5,29,2007,1,01,5,29
760,2007-01-30,2007,1,01,5,30,2007,1,01,5,30
761,2007-01-31,2007,1,01,5,31,2007,1,01,5,31
762,2007-02-01,2007,1,02,1,01,2007,1,02,1,01
763,2007-02-02,2007,1,02,1,02,2007,1,02,1,02
764,2007-02-03,2007,1,02,1,03,2007,1,02,1,03
765,2007-02-04,2007,1,02,1,04,2007,1,02,1,04
766,2007-02-05,2007,1,02,1,05,2007,1,02,1,05
767,2007-02-06,2007,1,02,1,06,2007,1,02,1,06
768,2007-02-07,2007,1,02,1,07,2007,1,02,1,07
769,2007-02-08,2007,1,02,2,08,2007,1,02,2,08
770,2007-02-09,2007,1,02,2,09,2007,1,02,2,09
771,2007-02-10,2007,1,02,2,10,2007,1,02,2,10
772,2007-02-11,2007,1,02,2,11,2007,1,02,2,11
773,2007-02-12,2007,1,02,2,12,2007,1,02,2,12
774,2007-02-13,2007,1,02,2,13,2007,1,02,2,13
775,2007-02-14,2007,1,02,2,14,2007,1,02,2,14
776,2007-02-15,2007,1,02,3,15,2007,1,02,3,15
777,2007-02-16,2007,1,02,3,16,2007,1,02,3,16
778,2007-02-17,2007,1,02,3,17,2007,1,02,3,17
779,2007-02-18,2007,1,02,3,18,2007,1,02,3,18
780,2007-02-19,2007,1,02,3,19,2007,1,02,3,19
781,2007-02-20,2007,1,02,3,20,2007,1,02,3,20
782,2007-02-21,2007,1,02,3,21,2007,1,02,3,21
783,2007-02-22,2007,1,02,4,22,2007,1,02,4,22
784,2007-02-23,2007,1,02,4,23,2007,1,02,4,23
785,2007-02-24,2007,1,02,4,24,2007,1,02,4,24
786,2007-02-25,2007,1,02,4,25,2007,1,02,4,25
787,2007-02-26,2007,1,02,4,26,2007,1,02,4,26
788,2007-02-27,2007,1,02,4,27,2007,1,02,4,27
789,2007-02-28,2007,1,02,4,28,2007,1,02,4,28
790,2007-03-01,2007,1,03,1,01,2007,1,03,1,01
791,2007-03-02,2007,1,03,1,02,2007,1,03,1,02
792,2007-03-03,2007,1,03,1,03,2007,1,03,1,03
793,2007-03-04,2007,1,03,1,04,2007,1,03,1,04
794,2007-03-05,2007,1,03,1,05,2007,1,03,1,05
795,2007-03-06,2007,1,03,1,06,2007,1,03,1,06
796,2007-03-07,2007,1,03,1,07,2007,1,03,1,07
797,2007-03-08,2007,1,03,2,08,2007,1,03,2,08
798,2007-03-09,2007,1,03,2,09,2007,1,03,2,09
799,2007-03-10,2007,1,03,2,10,2007,1,03,2,10
800,2007-03-11,2007,1,03,2,11,2007,1,03,2,11
801,2007-03-12,2007,1,03,2,12,2007,1,03,2,12
802,2007-03-13,2007,1,03,2,13,2007,1,03,2,13
803,2007-03-14,2007,1,03,2,14,2007,1,03,2,14
804,2007-03-15,2007,1,03,3,15,2007,1,03,3,15
805,2007-03-16,2007,1,03,3,16,2007,1,03,3,16
806,2007-03-17,2007,1,03,3,17,2007,1,03,3,17
807,2007-03-18,2007,1,03,3,18,2007,1,03,3,18
808,2007-03-19,2007,1,03,3,19,2007,1,03,3,19
809,2007-03-20,2007,1,03,3,20,2007,1,03,3,20
810,2007-03-21,2007,1,03,3,21,2007,1,03,3,21
811,2007-03-22,2007,1,03,4,22,2007,1,03,4,22
812,2007-03-23,2007,1,03,4,23,2007,1,03,4,23
813,2007-03-24,2007,1,03,4,24,2007,1,03,4,24
814,2007-03-25,2007,1,03,4,25,2007,1,03,4,25
815,2007-03-26,2007,1,03,4,26,2007,1,03,4,26
816,2007-03-27,2007,1,03,4,27,2007,1,03,4,27
817,2007-03-28,2007,1,03,4,28,2007,1,03,4,28
818,2007-03-29,2007,1,03,5,29,2007,1,03,5,29
819,2007-03-30,2007,1,03,5,30,2007,1,03,5,30
820,2007-03-31,2007,1,03,5,31,2007,1,03,5,31
821,2007-04-01,2007,2,04,1,01,2007,2,04,1,01
822,2007-04-02,2007,2,04,1,02,2007,2,04,1,02
823,2007-04-03,2007,2,04,1,03,2007,2,04,1,03
824,2007-04-04,2007,2,04,1,04,2007,2,04,1,04
825,2007-04-05,2007,2,04,1,05,2007,2,04,1,05
826,2007-04-06,2007,2,04,1,06,2007,2,04,1,06
827,2007-04-07,2007,2,04,1,07,2007,2,04,1,07
828,2007-04-08,2007,2,04,2,08,2007,2,04,2,08
829,2007-04-09,2007,2,04,2,09,2007,2,04,2,09
830,2007-04-10,2007,2,04,2,10,2007,2,04,2,10
831,2007-04-11,2007,2,04,2,11,2007,2,04,2,11
832,2007-04-12,2007,2,04,2,12,2007,2,04,2,12
833,2007-04-13,2007,2,04,2,13,2007,2,04,2,13
834,2007-04-14,2007,2,04,2,14,2007,2,04,2,14
835,2007-04-15,2007,2,04,3,15,2007,2,04,3,15
836,2007-04-16,2007,2,04,3,16,2007,2,04,3,16
837,2007-04-17,2007,2,04,3,17,2007,2,04,3,17
838,2007-04-18,2007,2,04,3,18,2007,2,04,3,18
839,2007-04-19,2007,2,04,3,19,2007,2,04,3,19
840,2007-04-20,2007,2,04,3,20,2007,2,04,3,20
841,2007-04-21,2007,2,04,3,21,2007,2,04,3,21
842,2007-04-22,2007,2,04,4,22,2007,2,04,4,22
843,2007-04-23,2007,2,04,4,23,2007,2,04,4,23
844,2007-04-24,2007,2,04,4,24,2007,2,04,4,24
845,2007-04-25,2007,2,04,4,25,2007,2,04,4,25
846,2007-04-26,2007,2,04,4,26,2007,2,04,4,26
847,2007-04-27,2007,2,04,4,27,2007,2,04,4,27
848,2007-04-28,2007,2,04,4,28,2007,2,04,4,28
849,2007-04-29,2007,2,04,5,29,2007,2,04,5,29
850,2007-04-30,2007,2,04,5,30,2007,2,04,5,30
851,2007-05-01,2007,2,05,1,01,2007,2,05,1,01
852,2007-05-02,2007,2,05,1,02,2007,2,05,1,02
853,2007-05-03,2007,2,05,1,03,2007,2,05,1,03
854,2007-05-04,2007,2,05,1,04,2007,2,05,1,04
855,2007-05-05,2007,2,05,1,05,2007,2,05,1,05
856,2007-05-06,2007,2,05,1,06,2007,2,05,1,06
857,2007-05-07,2007,2,05,1,07,2007,2,05,1,07
858,2007-05-08,2007,2,05,2,08,2007,2,05,2,08
859,2007-05-09,2007,2,05,2,09,2007,2,05,2,09
860,2007-05-10,2007,2,05,2,10,2007,2,05,2,10
861,2007-05-11,2007,2,05,2,11,2007,2,05,2,11
862,2007-05-12,2007,2,05,2,12,2007,2,05,2,12
863,2007-05-13,2007,2,05,2,13,2007,2,05,2,13
864,2007-05-14,2007,2,05,2,14,2007,2,05,2,14
865,2007-05-15,2007,2,05,3,15,2007,2,05,3,15
866,2007-05-16,2007,2,05,3,16,2007,2,05,3,16
867,2007-05-17,2007,2,05,3,17,2007,2,05,3,17
868,2007-05-18,2007,2,05,3,18,2007,2,05,3,18
869,2007-05-19,2007,2,05,3,19,2007,2,05,3,19
870,2007-05-20,2007,2,05,3,20,2007,2,05,3,20
871,2007-05-21,2007,2,05,3,21,2007,2,05,3,21
872,2007-05-22,2007,2,05,4,22,2007,2,05,4,22
873,2007-05-23,2007,2,05,4,23,2007,2,05,4,23
874,2007-05-24,2007,2,05,4,24,2007,2,05,4,24
875,2007-05-25,2007,2,05,4,25,2007,2,05,4,25
876,2007-05-26,2007,2,05,4,26,2007,2,05,4,26
877,2007-05-27,2007,2,05,4,27,2007,2,05,4,27
878,2007-05-28,2007,2,05,4,28,2007,2,05,4,28
879,2007-05-29,2007,2,05,5,29,2007,2,05,5,29
880,2007-05-30,2007,2,05,5,30,2007,2,05,5,30
881,2007-05-31,2007,2,05,5,31,2007,2,05,5,31
882,2007-06-01,2007,2,06,1,01,2007,2,06,1,01
883,2007-06-02,2007,2,06,1,02,2007,2,06,1,02
884,2007-06-03,2007,2,06,1,03,2007,2,06,1,03
885,2007-06-04,2007,2,06,1,04,2007,2,06,1,04
886,2007-06-05,2007,2,06,1,05,2007,2,06,1,05
887,2007-06-06,2007,2,06,1,06,2007,2,06,1,06
888,2007-06-07,2007,2,06,1,07,2007,2,06,1,07
889,2007-06-08,2007,2,06,2,08,2007,2,06,2,08
890,2007-06-09,2007,2,06,2,09,2007,2,06,2,09
891,2007-06-10,2007,2,06,2,10,2007,2,06,2,10
892,2007-06-11,2007,2,06,2,11,2007,2,06,2,11
893,2007-06-12,2007,2,06,2,12,2007,2,06,2,12
894,2007-06-13,2007,2,06,2,13,2007,2,06,2,13
895,2007-06-14,2007,2,06,2,14,2007,2,06,2,14
896,2007-06-15,2007,2,06,3,15,2007,2,06,3,15
897,2007-06-16,2007,2,06,3,16,2007,2,06,3,16
898,2007-06-17,2007,2,06,3,17,2007,2,06,3,17
899,2007-06-18,2007,2,06,3,18,2007,2,06,3,18
900,2007-06-19,2007,2,06,3,19,2007,2,06,3,19
901,2007-06-20,2007,2,06,3,20,2007,2,06,3,20
902,2007-06-21,2007,2,06,3,21,2007,2,06,3,21
903,2007-06-22,2007,2,06,4,22,2007,2,06,4,22
904,2007-06-23,2007,2,06,4,23,2007,2,06,4,23
905,2007-06-24,2007,2,06,4,24,2007,2,06,4,24
906,2007-06-25,2007,2,06,4,25,2007,2,06,4,25
907,2007-06-26,2007,2,06,4,26,2007,2,06,4,26
908,2007-06-27,2007,2,06,4,27,2007,2,06,4,27
909,2007-06-28,2007,2,06,4,28,2007,2,06,4,28
910,2007-06-29,2007,2,06,5,29,2007,2,06,5,29
911,2007-06-30,2007,2,06,5,30,2007,2,06,5,30
912,2007-07-01,2007,3,07,1,01,2007,3,07,1,01
913,2007-07-02,2007,3,07,1,02,2007,3,07,1,02
914,2007-07-03,2007,3,07,1,03,2007,3,07,1,03
915,2007-07-04,2007,3,07,1,04,2007,3,07,1,04
916,2007-07-05,2007,3,07,1,05,2007,3,07,1,05
917,2007-07-06,2007,3,07,1,06,2007,3,07,1,06
918,2007-07-07,2007,3,07,1,07,2007,3,07,1,07
919,2007-07-08,2007,3,07,2,08,2007,3,07,2,08
920,2007-07-09,2007,3,07,2,09,2007,3,07,2,09
921,2007-07-10,2007,3,07,2,10,2007,3,07,2,10
922,2007-07-11,2007,3,07,2,11,2007,3,07,2,11
923,2007-07-12,2007,3,07,2,12,2007,3,07,2,12
924,2007-07-13,2007,3,07,2,13,2007,3,07,2,13
925,2007-07-14,2007,3,07,2,14,2007,3,07,2,14
926,2007-07-15,2007,3,07,3,15,2007,3,07,3,15
927,2007-07-16,2007,3,07,3,16,2007,3,07,3,16
928,2007-07-17,2007,3,07,3,17,2007,3,07,3,17
929,2007-07-18,2007,3,07,3,18,2007,3,07,3,18
930,2007-07-19,2007,3,07,3,19,2007,3,07,3,19
931,2007-07-20,2007,3,07,3,20,2007,3,07,3,20
932,2007-07-21,2007,3,07,3,21,2007,3,07,3,21
933,2007-07-22,2007,3,07,4,22,2007,3,07,4,22
934,2007-07-23,2007,3,07,4,23,2007,3,07,4,23
935,2007-07-24,2007,3,07,4,24,2007,3,07,4,24
936,2007-07-25,2007,3,07,4,25,2007,3,07,4,25
937,2007-07-26,2007,3,07,4,26,2007,3,07,4,26
938,2007-07-27,2007,3,07,4,27,2007,3,07,4,27
939,2007-07-28,2007,3,07,4,28,2007,3,07,4,28
940,2007-07-29,2007,3,07,5,29,2007,3,07,5,29
941,2007-07-30,2007,3,07,5,30,2007,3,07,5,30
942,2007-07-31,2007,3,07,5,31,2007,3,07,5,31
943,2007-08-01,2007,3,08,1,01,2007,3,08,1,01
944,2007-08-02,2007,3,08,1,02,2007,3,08,1,02
945,2007-08-03,2007,3,08,1,03,2007,3,08,1,03
946,2007-08-04,2007,3,08,1,04,2007,3,08,1,04
947,2007-08-05,2007,3,08,1,05,2007,3,08,1,05
948,2007-08-06,2007,3,08,1,06,2007,3,08,1,06
949,2007-08-07,2007,3,08,1,07,2007,3,08,1,07
950,2007-08-08,2007,3,08,2,08,2007,3,08,2,08
951,2007-08-09,2007,3,08,2,09,2007,3,08,2,09
952,2007-08-10,2007,3,08,2,10,2007,3,08,2,10
953,2007-08-11,2007,3,08,2,11,2007,3,08,2,11
954,2007-08-12,2007,3,08,2,12,2007,3,08,2,12
955,2007-08-13,2007,3,08,2,13,2007,3,08,2,13
956,2007-08-14,2007,3,08,2,14,2007,3,08,2,14
957,2007-08-15,2007,3,08,3,15,2007,3,08,3,15
958,2007-08-16,2007,3,08,3,16,2007,3,08,3,16
959,2007-08-17,2007,3,08,3,17,2007,3,08,3,17
960,2007-08-18,2007,3,08,3,18,2007,3,08,3,18
961,2007-08-19,2007,3,08,3,19,2007,3,08,3,19
962,2007-08-20,2007,3,08,3,20,2007,3,08,3,20
963,2007-08-21,2007,3,08,3,21,2007,3,08,3,21
964,2007-08-22,2007,3,08,4,22,2007,3,08,4,22
965,2007-08-23,2007,3,08,4,23,2007,3,08,4,23
966,2007-08-24,2007,3,08,4,24,2007,3,08,4,24
967,2007-08-25,2007,3,08,4,25,2007,3,08,4,25
968,2007-08-26,2007,3,08,4,26,2007,3,08,4,26
969,2007-08-27,2007,3,08,4,27,2007,3,08,4,27
970,2007-08-28,2007,3,08,4,28,2007,3,08,4,28
971,2007-08-29,2007,3,08,5,29,2007,3,08,5,29
972,2007-08-30,2007,3,08,5,30,2007,3,08,5,30
973,2007-08-31,2007,3,08,5,31,2007,3,08,5,31
974,2007-09-01,2007,3,09,1,01,2007,3,09,1,01
975,2007-09-02,2007,3,09,1,02,2007,3,09,1,02
976,2007-09-03,2007,3,09,1,03,2007,3,09,1,03
977,2007-09-04,2007,3,09,1,04,2007,3,09,1,04
978,2007-09-05,2007,3,09,1,05,2007,3,09,1,05
979,2007-09-06,2007,3,09,1,06,2007,3,09,1,06
980,2007-09-07,2007,3,09,1,07,2007,3,09,1,07
981,2007-09-08,2007,3,09,2,08,2007,3,09,2,08
982,2007-09-09,2007,3,09,2,09,2007,3,09,2,09
983,2007-09-10,2007,3,09,2,10,2007,3,09,2,10
984,2007-09-11,2007,3,09,2,11,2007,3,09,2,11
985,2007-09-12,2007,3,09,2,12,2007,3,09,2,12
986,2007-09-13,2007,3,09,2,13,2007,3,09,2,13
987,2007-09-14,2007,3,09,2,14,2007,3,09,2,14
988,2007-09-15,2007,3,09,3,15,2007,3,09,3,15
989,2007-09-16,2007,3,09,3,16,2007,3,09,3,16
990,2007-09-17,2007,3,09,3,17,2007,3,09,3,17
991,2007-09-18,2007,3,09,3,18,2007,3,09,3,18
992,2007-09-19,2007,3,09,3,19,2007,3,09,3,19
993,2007-09-20,2007,3,09,3,20,2007,3,09,3,20
994,2007-09-21,2007,3,09,3,21,2007,3,09,3,21
995,2007-09-22,2007,3,09,4,22,2007,3,09,4,22
996,2007-09-23,2007,3,09,4,23,2007,3,09,4,23
997,2007-09-24,2007,3,09,4,24,2007,3,09,4,24
998,2007-09-25,2007,3,09,4,25,2007,3,09,4,25
999,2007-09-26,2007,3,09,4,26,2007,3,09,4,26
1000,2007-09-27,2007,3,09,4,27,2007,3,09,4,27
1001,2007-09-28,2007,3,09,4,28,2007,3,09,4,28
1002,2007-09-29,2007,3,09,5,29,2007,3,09,5,29
1003,2007-09-30,2007,3,09,5,30,2007,3,09,5,30
1004,2007-10-01,2007,4,10,1,01,2007,4,10,1,01
1005,2007-10-02,2007,4,10,1,02,2007,4,10,1,02
1006,2007-10-03,2007,4,10,1,03,2007,4,10,1,03
1007,2007-10-04,2007,4,10,1,04,2007,4,10,1,04
1008,2007-10-05,2007,4,10,1,05,2007,4,10,1,05
1009,2007-10-06,2007,4,10,1,06,2007,4,10,1,06
1010,2007-10-07,2007,4,10,1,07,2007,4,10,1,07
1011,2007-10-08,2007,4,10,2,08,2007,4,10,2,08
1012,2007-10-09,2007,4,10,2,09,2007,4,10,2,09
1013,2007-10-10,2007,4,10,2,10,2007,4,10,2,10
1014,2007-10-11,2007,4,10,2,11,2007,4,10,2,11
1015,2007-10-12,2007,4,10,2,12,2007,4,10,2,12
1016,2007-10-13,2007,4,10,2,13,2007,4,10,2,13
1017,2007-10-14,2007,4,10,2,14,2007,4,10,2,14
1018,2007-10-15,2007,4,10,3,15,2007,4,10,3,15
1019,2007-10-16,2007,4,10,3,16,2007,4,10,3,16
1020,2007-10-17,2007,4,10,3,17,2007,4,10,3,17
1021,2007-10-18,2007,4,10,3,18,2007,4,10,3,18
1022,2007-10-19,2007,4,10,3,19,2007,4,10,3,19
1023,2007-10-20,2007,4,10,3,20,2007,4,10,3,20
1024,2007-10-21,2007,4,10,3,21,2007,4,10,3,21
1025,2007-10-22,2007,4,10,4,22,2007,4,10,4,22
1026,2007-10-23,2007,4,10,4,23,2007,4,10,4,23
1027,2007-10-24,2007,4,10,4,24,2007,4,10,4,24
1028,2007-10-25,2007,4,10,4,25,2007,4,10,4,25
1029,2007-10-26,2007,4,10,4,26,2007,4,10,4,26
1030,2007-10-27,2007,4,10,4,27,2007,4,10,4,27
1031,2007-10-28,2007,4,10,4,28,2007,4,10,4,28
1032,2007-10-29,2007,4,10,5,29,2007,4,10,5,29
1033,2007-10-30,2007,4,10,5,30,2007,4,10,5,30
1034,2007-10-31,2007,4,10,5,31,2007,4,10,5,31
1035,2007-11-01,2007,4,11,1,01,2007,4,11,1,01
1036,2007-11-02,2007,4,11,1,02,2007,4,11,1,02
1037,2007-11-03,2007,4,11,1,03,2007,4,11,1,03
1038,2007-11-04,2007,4,11,1,04,2007,4,11,1,04
1039,2007-11-05,2007,4,11,1,05,2007,4,11,1,05
1040,2007-11-06,2007,4,11,1,06,2007,4,11,1,06
1041,2007-11-07,2007,4,11,1,07,2007,4,11,1,07
1042,2007-11-08,2007,4,11,2,08,2007,4,11,2,08
1043,2007-11-09,2007,4,11,2,09,2007,4,11,2,09
1044,2007-11-10,2007,4,11,2,10,2007,4,11,2,10
1045,2007-11-11,2007,4,11,2,11,2007,4,11,2,11
1046,2007-11-12,2007,4,11,2,12,2007,4,11,2,12
1047,2007-11-13,2007,4,11,2,13,2007,4,11,2,13
1048,2007-11-14,2007,4,11,2,14,2007,4,11,2,14
1049,2007-11-15,2007,4,11,3,15,2007,4,11,3,15
1050,2007-11-16,2007,4,11,3,16,2007,4,11,3,16
1051,2007-11-17,2007,4,11,3,17,2007,4,11,3,17
1052,2007-11-18,2007,4,11,3,18,2007,4,11,3,18
1053,2007-11-19,2007,4,11,3,19,2007,4,11,3,19
1054,2007-11-20,2007,4,11,3,20,2007,4,11,3,20
1055,2007-11-21,2007,4,11,3,21,2007,4,11,3,21
1056,2007-11-22,2007,4,11,4,22,2007,4,11,4,22
1057,2007-11-23,2007,4,11,4,23,2007,4,11,4,23
1058,2007-11-24,2007,4,11,4,24,2007,4,11,4,24
1059,2007-11-25,2007,4,11,4,25,2007,4,11,4,25
1060,2007-11-26,2007,4,11,4,26,2007,4,11,4,26
1061,2007-11-27,2007,4,11,4,27,2007,4,11,4,27
1062,2007-11-28,2007,4,11,4,28,2007,4,11,4,28
1063,2007-11-29,2007,4,11,5,29,2007,4,11,5,29
1064,2007-11-30,2007,4,11,5,30,2007,4,11,5,30
1065,2007-12-01,2007,4,12,1,01,2007,4,12,1,01
1066,2007-12-02,2007,4,12,1,02,2007,4,12,1,02
1067,2007-12-03,2007,4,12,1,03,2007,4,12,1,03
1068,2007-12-04,2007,4,12,1,04,2007,4,12,1,04
1069,2007-12-05,2007,4,12,1,05,2007,4,12,1,05
1070,2007-12-06,2007,4,12,1,06,2007,4,12,1,06
1071,2007-12-07,2007,4,12,1,07,2007,4,12,1,07
1072,2007-12-08,2007,4,12,2,08,2007,4,12,2,08
1073,2007-12-09,2007,4,12,2,09,2007,4,12,2,09
1074,2007-12-10,2007,4,12,2,10,2007,4,12,2,10
1075,2007-12-11,2007,4,12,2,11,2007,4,12,2,11
1076,2007-12-12,2007,4,12,2,12,2007,4,12,2,12
1077,2007-12-13,2007,4,12,2,13,2007,4,12,2,13
1078,2007-12-14,2007,4,12,2,14,2007,4,12,2,14
1079,2007-12-15,2007,4,12,3,15,2007,4,12,3,15
1080,2007-12-16,2007,4,12,3,16,2007,4,12,3,16
1081,2007-12-17,2007,4,12,3,17,2007,4,12,3,17
1082,2007-12-18,2007,4,12,3,18,2007,4,12,3,18
1083,2007-12-19,2007,4,12,3,19,2007,4,12,3,19
1084,2007-12-20,2007,4,12,3,20,2007,4,12,3,20
1085,2007-12-21,2007,4,12,3,21,2007,4,12,3,21
1086,2007-12-22,2007,4,12,4,22,2007,4,12,4,22
1087,2007-12-23,2007,4,12,4,23,2007,4,12,4,23
1088,2007-12-24,2007,4,12,4,24,2007,4,12,4,24
1089,2007-12-25,2007,4,12,4,25,2007,4,12,4,25
1090,2007-12-26,2007,4,12,4,26,2007,4,12,4,26
1091,2007-12-27,2007,4,12,4,27,2007,4,12,4,27
1092,2007-12-28,2007,4,12,4,28,2007,4,12,4,28
1093,2007-12-29,2007,4,12,5,29,2007,4,12,5,29
1094,2007-12-30,2007,4,12,5,30,2007,4,12,5,30
1095,2007-12-31,2007,4,12,5,31,2007,4,12,5,31
1096,2008-01-01,2008,1,01,1,01,2008,1,01,1,01
1097,2008-01-02,2008,1,01,1,02,2008,1,01,1,02
1098,2008-01-03,2008,1,01,1,03,2008,1,01,1,03
1099,2008-01-04,2008,1,01,1,04,2008,1,01,1,04
1100,2008-01-05,2008,1,01,1,05,2008,1,01,1,05
1101,2008-01-06,2008,1,01,1,06,2008,1,01,1,06
1102,2008-01-07,2008,1,01,1,07,2008,1,01,1,07
1103,2008-01-08,2008,1,01,2,08,2008,1,01,2,08
1104,2008-01-09,2008,1,01,2,09,2008,1,01,2,09
1105,2008-01-10,2008,1,01,2,10,2008,1,01,2,10
1106,2008-01-11,2008,1,01,2,11,2008,1,01,2,11
1107,2008-01-12,2008,1,01,2,12,2008,1,01,2,12
1108,2008-01-13,2008,1,01,2,13,2008,1,01,2,13
1109,2008-01-14,2008,1,01,2,14,2008,1,01,2,14
1110,2008-01-15,2008,1,01,3,15,2008,1,01,3,15
1111,2008-01-16,2008,1,01,3,16,2008,1,01,3,16
1112,2008-01-17,2008,1,01,3,17,2008,1,01,3,17
1113,2008-01-18,2008,1,01,3,18,2008,1,01,3,18
1114,2008-01-19,2008,1,01,3,19,2008,1,01,3,19
1115,2008-01-20,2008,1,01,3,20,2008,1,01,3,20
1116,2008-01-21,2008,1,01,3,21,2008,1,01,3,21
1117,2008-01-22,2008,1,01,4,22,2008,1,01,4,22
1118,2008-01-23,2008,1,01,4,23,2008,1,01,4,23
1119,2008-01-24,2008,1,01,4,24,2008,1,01,4,24
1120,2008-01-25,2008,1,01,4,25,2008,1,01,4,25
1121,2008-01-26,2008,1,01,4,26,2008,1,01,4,26
1122,2008-01-27,2008,1,01,4,27,2008,1,01,4,27
1123,2008-01-28,2008,1,01,4,28,2008,1,01,4,28
1124,2008-01-29,2008,1,01,5,29,2008,1,01,5,29
1125,2008-01-30,2008,1,01,5,30,2008,1,01,5,30
1126,2008-01-31,2008,1,01,5,31,2008,1,01,5,31
1127,2008-02-01,2008,1,02,1,01,2008,1,02,1,01
1128,2008-02-02,2008,1,02,1,02,2008,1,02,1,02
