saleDate_SK,saleDate_NK,sale_calendarYear,sale_calendarQuarter,sale_calendarMonth,sale_calendarWeek,sale_calendarDay,sale_fiscalYear,sale_fiscalQuarter,sale_fiscalMonth,sale_fiscalWeek,sale_fiscalDay
1129,2008-02-03,2008,1,02,1,03,2008,1,02,1,03
1130,2008-02-04,2008,1,02,1,04,2008,1,02,1,04
1131,2008-02-05,2008,1,02,1,05,2008,1,02,1,05
1132,2008-02-06,2008,1,02,1,06,2008,1,02,1,06
1133,2008-02-07,2008,1,02,1,07,2008,1,02,1,07
1134,2008-02-08,2008,1,02,2,08,2008,1,02,2,08
1135,2008-02-09,2008,1,02,2,09,2008,1,02,2,09
1136,2008-02-10,2008,1,02,2,10,2008,1,02,2,10
1137,2008-02-11,2008,1,02,2,11,2008,1,02,2,11
1138,2008-02-12,2008,1,02,2,12,2008,1,02,2,12
1139,2008-02-13,2008,1,02,2,13,2008,1,02,2,13
1140,2008-02-14,2008,1,02,2,14,2008,1,02,2,14
1141,2008-02-15,2008,1,02,3,15,2008,1,02,3,15
1142,2008-02-16,2008,1,02,3,16,2008,1,02,3,16
1143,2008-02-17,2008,1,02,3,17,2008,1,02,3,17
1144,2008-02-18,2008,1,02,3,18,2008,1,02,3,18
1145,2008-02-19,2008,1,02,3,19,2008,1,02,3,19
1146,2008-02-20,2008,1,02,3,20,2008,1,02,3,20
1147,2008-02-21,2008,1,02,3,21,2008,1,02,3,21
1148,2008-02-22,2008,1,02,4,22,2008,1,02,4,22
1149,2008-02-23,2008,1,02,4,23,2008,1,02,4,23
1150,2008-02-24,2008,1,02,4,24,2008,1,02,4,24
1151,2008-02-25,2008,1,02,4,25,2008,1,02,4,25
1152,2008-02-26,2008,1,02,4,26,2008,1,02,4,26
1153,2008-02-27,2008,1,02,4,27,2008,1,02,4,27
1154,2008-02-28,2008,1,02,4,28,2008,1,02,4,28
1155,2008-02-29,2008,1,02,5,29,2008,1,02,5,29
1156,2008-03-01,2008,1,03,1,01,2008,1,03,1,01
1157,2008-03-02,2008,1,03,1,02,2008,1,03,1,02
1158,2008-03-03,2008,1,03,1,03,2008,1,03,1,03
1159,2008-03-04,2008,1,03,1,04,2008,1,03,1,04
1160,2008-03-05,2008,1,03,1,05,2008,1,03,1,05
1161,2008-03-06,2008,1,03,1,06,2008,1,03,1,06
1162,2008-03-07,2008,1,03,1,07,2008,1,03,1,07
1163,2008-03-08,2008,1,03,2,08,2008,1,03,2,08
1164,2008-03-09,2008,1,03,2,09,2008,1,03,2,09
1165,2008-03-10,2008,1,03,2,10,2008,1,03,2,10
1166,2008-03-11,2008,1,03,2,11,2008,1,03,2,11
1167,2008-03-12,2008,1,03,2,12,2008,1,03,2,12
1168,2008-03-13,2008,1,03,2,13,2008,1,03,2,13
1169,2008-03-14,2008,1,03,2,14,2008,1,03,2,14
1170,2008-03-15,2008,1,03,3,15,2008,1,03,3,15
1171,2008-03-16,2008,1,03,3,16,2008,1,03,3,16
1172,2008-03-17,2008,1,03,3,17,2008,1,03,3,17
1173,2008-03-18,2008,1,03,3,18,2008,1,03,3,18
1174,2008-03-19,2008,1,03,3,19,2008,1,03,3,19
1175,2008-03-20,2008,1,03,3,20,2008,1,03,3,20
1176,2008-03-21,2008,1,03,3,21,2008,1,03,3,21
1177,2008-03-22,2008,1,03,4,22,2008,1,03,4,22
1178,2008-03-23,2008,1,03,4,23,2008,1,03,4,23
1179,2008-03-24,2008,1,03,4,24,2008,1,03,4,24
1180,2008-03-25,2008,1,03,4,25,2008,1,03,4,25
1181,2008-03-26,2008,1,03,4,26,2008,1,03,4,26
1182,2008-03-27,2008,1,03,4,27,2008,1,03,4,27
1183,2008-03-28,2008,1,03,4,28,2008,1,03,4,28
1184,2008-03-29,2008,1,03,5,29,2008,1,03,5,29
1185,2008-03-30,2008,1,03,5,30,2008,1,03,5,30
1186,2008-03-31,2008,1,03,5,31,2008,1,03,5,31
1187,2008-04-01,2008,2,04,1,01,2008,2,04,1,01
1188,2008-04-02,2008,2,04,1,02,2008,2,04,1,02
1189,2008-04-03,2008,2,04,1,03,2008,2,04,1,03
1190,2008-04-04,2008,2,04,1,04,2008,2,04,1,04
1191,2008-04-05,2008,2,04,1,05,2008,2,04,1,05
1192,2008-04-06,2008,2,04,1,06,2008,2,04,1,06
1193,2008-04-07,2008,2,04,1,07,2008,2,04,1,07
1194,2008-04-08,2008,2,04,2,08,2008,2,04,2,08
1195,2008-04-09,2008,2,04,2,09,2008,2,04,2,09
1196,2008-04-10,2008,2,04,2,10,2008,2,04,2,10
1197,2008-04-11,2008,2,04,2,11,2008,2,04,2,11
1198,2008-04-12,2008,2,04,2,12,2008,2,04,2,12
1199,2008-04-13,2008,2,04,2,13,2008,2,04,2,13
1200,2008-04-14,2008,2,04,2,14,2008,2,04,2,14
1201,2008-04-15,2008,2,04,3,15,2008,2,04,3,15
1202,2008-04-16,2008,2,04,3,16,2008,2,04,3,16
1203,2008-04-17,2008,2,04,3,17,2008,2,04,3,17
1204,2008-04-18,2008,2,04,3,18,2008,2,04,3,18
1205,2008-04-19,2008,2,04,3,19,2008,2,04,3,19
1206,2008-04-20,2008,2,04,3,20,2008,2,04,3,20
1207,2008-04-21,2008,2,04,3,21,2008,2,04,3,21
1208,2008-04-22,2008,2,04,4,22,2008,2,04,4,22
1209,2008-04-23,2008,2,04,4,23,2008,2,04,4,23
1210,2008-04-24,2008,2,04,4,24,2008,2,04,4,24
1211,2008-04-25,2008,2,04,4,25,2008,2,04,4,25
1212,2008-04-26,2008,2,04,4,26,2008,2,04,4,26
1213,2008-04-27,2008,2,04,4,27,2008,2,04,4,27
1214,2008-04-28,2008,2,04,4,28,2008,2,04,4,28
1215,2008-04-29,2008,2,04,5,29,2008,2,04,5,29
1216,2008-04-30,2008,2,04,5,30,2008,2,04,5,30
1217,2008-05-01,2008,2,05,1,01,2008,2,05,1,01
1218,2008-05-02,2008,2,05,1,02,2008,2,05,1,02
1219,2008-05-03,2008,2,05,1,03,2008,2,05,1,03
1220,2008-05-04,2008,2,05,1,04,2008,2,05,1,04
1221,2008-05-05,2008,2,05,1,05,2008,2,05,1,05
1222,2008-05-06,2008,2,05,1,06,2008,2,05,1,06
1223,2008-05-07,2008,2,05,1,07,2008,2,05,1,07
1224,2008-05-08,2008,2,05,2,08,2008,2,05,2,08
1225,2008-05-09,2008,2,05,2,09,2008,2,05,2,09
1226,2008-05-10,2008,2,05,2,10,2008,2,05,2,10
1227,2008-05-11,2008,2,05,2,11,2008,2,05,2,11
1228,2008-05-12,2008,2,05,2,12,2008,2,05,2,12
1229,2008-05-13,2008,2,05,2,13,2008,2,05,2,13
1230,2008-05-14,2008,2,05,2,14,2008,2,05,2,14
1231,2008-05-15,2008,2,05,3,15,2008,2,05,3,15
1232,2008-05-16,2008,2,05,3,16,2008,2,05,3,16
1233,2008-05-17,2008,2,05,3,17,2008,2,05,3,17
1234,2008-05-18,2008,2,05,3,18,2008,2,05,3,18
1235,2008-05-19,2008,2,05,3,19,2008,2,05,3,19
1236,2008-05-20,2008,2,05,3,20,2008,2,05,3,20
1237,2008-05-21,2008,2,05,3,21,2008,2,05,3,21
1238,2008-05-22,2008,2,05,4,22,2008,2,05,4,22
1239,2008-05-23,2008,2,05,4,23,2008,2,05,4,23
1240,2008-05-24,2008,2,05,4,24,2008,2,05,4,24
1241,2008-05-25,2008,2,05,4,25,2008,2,05,4,25
1242,2008-05-26,2008,2,05,4,26,2008,2,05,4,26
1243,2008-05-27,2008,2,05,4,27,2008,2,05,4,27
1244,2008-05-28,2008,2,05,4,28,2008,2,05,4,28
1245,2008-05-29,2008,2,05,5,29,2008,2,05,5,29
1246,2008-05-30,2008,2,05,5,30,2008,2,05,5,30
1247,2008-05-31,2008,2,05,5,31,2008,2,05,5,31
1248,2008-06-01,2008,2,06,1,01,2008,2,06,1,01
1249,2008-06-02,2008,2,06,1,02,2008,2,06,1,02
1250,2008-06-03,2008,2,06,1,03,2008,2,06,1,03
1251,2008-06-04,2008,2,06,1,04,2008,2,06,1,04
1252,2008-06-05,2008,2,06,1,05,2008,2,06,1,05
1253,2008-06-06,2008,2,06,1,06,2008,2,06,1,06
1254,2008-06-07,2008,2,06,1,07,2008,2,06,1,07
1255,2008-06-08,2008,2,06,2,08,2008,2,06,2,08
1256,2008-06-09,2008,2,06,2,09,2008,2,06,2,09
1257,2008-06-10,2008,2,06,2,10,2008,2,06,2,10
1258,2008-06-11,2008,2,06,2,11,2008,2,06,2,11
1259,2008-06-12,2008,2,06,2,12,2008,2,06,2,12
1260,2008-06-13,2008,2,06,2,13,2008,2,06,2,13
1261,2008-06-14,2008,2,06,2,14,2008,2,06,2,14
1262,2008-06-15,2008,2,06,3,15,2008,2,06,3,15
1263,2008-06-16,2008,2,06,3,16,2008,2,06,3,16
1264,2008-06-17,2008,2,06,3,17,2008,2,06,3,17
1265,2008-06-18,2008,2,06,3,18,2008,2,06,3,18
1266,2008-06-19,2008,2,06,3,19,2008,2,06,3,19
1267,2008-06-20,2008,2,06,3,20,2008,2,06,3,20
1268,2008-06-21,2008,2,06,3,21,2008,2,06,3,21
1269,2008-06-22,2008,2,06,4,22,2008,2,06,4,22
1270,2008-06-23,2008,2,06,4,23,2008,2,06,4,23
1271,2008-06-24,2008,2,06,4,24,2008,2,06,4,24
1272,2008-06-25,2008,2,06,4,25,2008,2,06,4,25
1273,2008-06-26,2008,2,06,4,26,2008,2,06,4,26
1274,2008-06-27,2008,2,06,4,27,2008,2,06,4,27
1275,2008-06-28,2008,2,06,4,28,2008,2,06,4,28
1276,2008-06-29,2008,2,06,5,29,2008,2,06,5,29
1277,2008-06-30,2008,2,06,5,30,2008,2,06,5,30
1278,2008-07-01,2008,3,07,1,01,2008,3,07,1,01
1279,2008-07-02,2008,3,07,1,02,2008,3,07,1,02
1280,2008-07-03,2008,3,07,1,03,2008,3,07,1,03
1281,2008-07-04,2008,3,07,1,04,2008,3,07,1,04
1282,2008-07-05,2008,3,07,1,05,2008,3,07,1,05
1283,2008-07-06,2008,3,07,1,06,2008,3,07,1,06
1284,2008-07-07,2008,3,07,1,07,2008,3,07,1,07
1285,2008-07-08,2008,3,07,2,08,2008,3,07,2,08
1286,2008-07-09,2008,3,07,2,09,2008,3,07,2,09
1287,2008-07-10,2008,3,07,2,10,2008,3,07,2,10
1288,2008-07-11,2008,3,07,2,11,2008,3,07,2,11
1289,2008-07-12,2008,3,07,2,12,2008,3,07,2,12
1290,2008-07-13,2008,3,07,2,13,2008,3,07,2,13
1291,2008-07-14,2008,3,07,2,14,2008,3,07,2,14
1292,2008-07-15,2008,3,07,3,15,2008,3,07,3,15
1293,2008-07-16,2008,3,07,3,16,2008,3,07,3,16
1294,2008-07-17,2008,3,07,3,17,2008,3,07,3,17
1295,2008-07-18,2008,3,07,3,18,2008,3,07,3,18
1296,2008-07-19,2008,3,07,3,19,2008,3,07,3,19
1297,2008-07-20,2008,3,07,3,20,2008,3,07,3,20
1298,2008-07-21,2008,3,07,3,21,2008,3,07,3,21
1299,2008-07-22,2008,3,07,4,22,2008,3,07,4,22
1300,2008-07-23,2008,3,07,4,23,2008,3,07,4,23
1301,2008-07-24,2008,3,07,4,24,2008,3,07,4,24
1302,2008-07-25,2008,3,07,4,25,2008,3,07,4,25
1303,2008-07-26,2008,3,07,4,26,2008,3,07,4,26
1304,2008-07-27,2008,3,07,4,27,2008,3,07,4,27
1305,2008-07-28,2008,3,07,4,28,2008,3,07,4,28
1306,2008-07-29,2008,3,07,5,29,2008,3,07,5,29
1307,2008-07-30,2008,3,07,5,30,2008,3,07,5,30
1308,2008-07-31,2008,3,07,5,31,2008,3,07,5,31
1309,2008-08-01,2008,3,08,1,01,2008,3,08,1,01
1310,2008-08-02,2008,3,08,1,02,2008,3,08,1,02
1311,2008-08-03,2008,3,08,1,03,2008,3,08,1,03
1312,2008-08-04,2008,3,08,1,04,2008,3,08,1,04
1313,2008-08-05,2008,3,08,1,05,2008,3,08,1,05
1314,2008-08-06,2008,3,08,1,06,2008,3,08,1,06
1315,2008-08-07,2008,3,08,1,07,2008,3,08,1,07
1316,2008-08-08,2008,3,08,2,08,2008,3,08,2,08
1317,2008-08-09,2008,3,08,2,09,2008,3,08,2,09
1318,2008-08-10,2008,3,08,2,10,2008,3,08,2,10
1319,2008-08-11,2008,3,08,2,11,2008,3,08,2,11
1320,2008-08-12,2008,3,08,2,12,2008,3,08,2,12
1321,2008-08-13,2008,3,08,2,13,2008,3,08,2,13
1322,2008-08-14,2008,3,08,2,14,2008,3,08,2,14
1323,2008-08-15,2008,3,08,3,15,2008,3,08,3,15
1324,2008-08-16,2008,3,08,3,16,2008,3,08,3,16
1325,2008-08-17,2008,3,08,3,17,2008,3,08,3,17
1326,2008-08-18,2008,3,08,3,18,2008,3,08,3,18
1327,2008-08-19,2008,3,08,3,19,2008,3,08,3,19
1328,2008-08-20,2008,3,08,3,20,2008,3,08,3,20
1329,2008-08-21,2008,3,08,3,21,2008,3,08,3,21
1330,2008-08-22,2008,3,08,4,22,2008,3,08,4,22
1331,2008-08-23,2008,3,08,4,23,2008,3,08,4,23
1332,2008-08-24,2008,3,08,4,24,2008,3,08,4,24
1333,2008-08-25,2008,3,08,4,25,2008,3,08,4,25
1334,2008-08-26,2008,3,08,4,26,2008,3,08,4,26
1335,2008-08-27,2008,3,08,4,27,2008,3,08,4,27
1336,2008-08-28,2008,3,08,4,28,2008,3,08,4,28
1337,2008-08-29,2008,3,08,5,29,2008,3,08,5,29
1338,2008-08-30,2008,3,08,5,30,2008,3,08,5,30
1339,2008-08-31,2008,3,08,5,31,2008,3,08,5,31
1340,2008-09-01,2008,3,09,1,01,2008,3,09,1,01
1341,2008-09-02,2008,3,09,1,02,2008,3,09,1,02
1342,2008-09-03,2008,3,09,1,03,2008,3,09,1,03
1343,2008-09-04,2008,3,09,1,04,2008,3,09,1,04
1344,2008-09-05,2008,3,09,1,05,2008,3,09,1,05
1345,2008-09-06,2008,3,09,1,06,2008,3,09,1,06
1346,2008-09-07,2008,3,09,1,07,2008,3,09,1,07
1347,2008-09-08,2008,3,09,2,08,2008,3,09,2,08
1348,2008-09-09,2008,3,09,2,09,2008,3,09,2,09
1349,2008-09-10,2008,3,09,2,10,2008,3,09,2,10
1350,2008-09-11,2008,3,09,2,11,2008,3,09,2,11
1351,2008-09-12,2008,3,09,2,12,2008,3,09,2,12
1352,2008-09-13,2008,3,09,2,13,2008,3,09,2,13
1353,2008-09-14,2008,3,09,2,14,2008,3,09,2,14
1354,2008-09-15,2008,3,09,3,15,2008,3,09,3,15
1355,2008-09-16,2008,3,09,3,16,2008,3,09,3,16
1356,2008-09-17,2008,3,09,3,17,2008,3,09,3,17
1357,2008-09-18,2008,3,09,3,18,2008,3,09,3,18
1358,2008-09-19,2008,3,09,3,19,2008,3,09,3,19
1359,2008-09-20,2008,3,09,3,20,2008,3,09,3,20
1360,2008-09-21,2008,3,09,3,21,2008,3,09,3,21
1361,2008-09-22,2008,3,09,4,22,2008,3,09,4,22
1362,2008-09-23,2008,3,09,4,23,2008,3,09,4,23
1363,2008-09-24,2008,3,09,4,24,2008,3,09,4,24
1364,2008-09-25,2008,3,09,4,25,2008,3,09,4,25
1365,2008-09-26,2008,3,09,4,26,2008,3,09,4,26
1366,2008-09-27,2008,3,09,4,27,2008,3,09,4,27
1367,2008-09-28,2008,3,09,4,28,2008,3,09,4,28
1368,2008-09-29,2008,3,09,5,29,2008,3,09,5,29
1369,2008-09-30,2008,3,09,5,30,2008,3,09,5,30
1370,2008-10-01,2008,4,10,1,01,2008,4,10,1,01
1371,2008-10-02,2008,4,10,1,02,2008,4,10,1,02
1372,2008-10-03,2008,4,10,1,03,2008,4,10,1,03
1373,2008-10-04,2008,4,10,1,04,2008,4,10,1,04
1374,2008-10-05,2008,4,10,1,05,2008,4,10,1,05
1375,2008-10-06,2008,4,10,1,06,2008,4,10,1,06
1376,2008-10-07,2008,4,10,1,07,2008,4,10,1,07
1377,2008-10-08,2008,4,10,2,08,2008,4,10,2,08
1378,2008-10-09,2008,4,10,2,09,2008,4,10,2,09
1379,2008-10-10,2008,4,10,2,10,2008,4,10,2,10
1380,2008-10-11,2008,4,10,2,11,2008,4,10,2,11
1381,2008-10-12,2008,4,10,2,12,2008,4,10,2,12
1382,2008-10-13,2008,4,10,2,13,2008,4,10,2,13
1383,2008-10-14,2008,4,10,2,14,2008,4,10,2,14
1384,2008-10-15,2008,4,10,3,15,2008,4,10,3,15
1385,2008-10-16,2008,4,10,3,16,2008,4,10,3,16
1386,2008-10-17,2008,4,10,3,17,2008,4,10,3,17
1387,2008-10-18,2008,4,10,3,18,2008,4,10,3,18
1388,2008-10-19,2008,4,10,3,19,2008,4,10,3,19
1389,2008-10-20,2008,4,10,3,20,2008,4,10,3,20
1390,2008-10-21,2008,4,10,3,21,2008,4,10,3,21
1391,2008-10-22,2008,4,10,4,22,2008,4,10,4,22
1392,2008-10-23,2008,4,10,4,23,2008,4,10,4,23
1393,2008-10-24,2008,4,10,4,24,2008,4,10,4,24
1394,2008-10-25,2008,4,10,4,25,2008,4,10,4,25
1395,2008-10-26,2008,4,10,4,26,2008,4,10,4,26
1396,2008-10-27,2008,4,10,4,27,2008,4,10,4,27
1397,2008-10-28,2008,4,10,4,28,2008,4,10,4,28
1398,2008-10-29,2008,4,10,5,29,2008,4,10,5,29
1399,2008-10-30,2008,4,10,5,30,2008,4,10,5,30
1400,2008-10-31,2008,4,10,5,31,2008,4,10,5,31
1401,2008-11-01,2008,4,11,1,01,2008,4,11,1,01
1402,2008-11-02,2008,4,11,1,02,2008,4,11,1,02
1403,2008-11-03,2008,4,11,1,03,2008,4,11,1,03
1404,2008-11-04,2008,4,11,1,04,2008,4,11,1,04
1405,2008-11-05,2008,4,11,1,05,2008,4,11,1,05
1406,2008-11-06,2008,4,11,1,06,2008,4,11,1,06
1407,2008-11-07,2008,4,11,1,07,2008,4,11,1,07
1408,2008-11-08,2008,4,11,2,08,2008,4,11,2,08
1409,2008-11-09,2008,4,11,2,09,2008,4,11,2,09
1410,2008-11-10,2008,4,11,2,10,2008,4,11,2,10
1411,2008-11-11,2008,4,11,2,11,2008,4,11,2,11
1412,2008-11-12,2008,4,11,2,12,2008,4,11,2,12
1413,2008-11-13,2008,4,11,2,13,2008,4,11,2,13
1414,2008-11-14,2008,4,11,2,14,2008,4,11,2,14
1415,2008-11-15,2008,4,11,3,15,2008,4,11,3,15
1416,2008-11-16,2008,4,11,3,16,2008,4,11,3,16
1417,2008-11-17,2008,4,11,3,17,2008,4,11,3,17
1418,2008-11-18,2008,4,11,3,18,2008,4,11,3,18
1419,2008-11-19,2008,4,11,3,19,2008,4,11,3,19
1420,2008-11-20,2008,4,11,3,20,2008,4,11,3,20
1421,2008-11-21,2008,4,11,3,21,2008,4,11,3,21
1422,2008-11-22,2008,4,11,4,22,2008,4,11,4,22
1423,2008-11-23,2008,4,11,4,23,2008,4,11,4,23
1424,2008-11-24,2008,4,11,4,24,2008,4,11,4,24
1425,2008-11-25,2008,4,11,4,25,2008,4,11,4,25
1426,2008-11-26,2008,4,11,4,26,2008,4,11,4,26
1427,2008-11-27,2008,4,11,4,27,2008,4,11,4,27
1428,2008-11-28,2008,4,11,4,28,2008,4,11,4,28
1429,2008-11-29,2008,4,11,5,29,2008,4,11,5,29
1430,2008-11-30,2008,4,11,5,30,2008,4,11,5,30
1431,2008-12-01,2008,4,12,1,01,2008,4,12,1,01
1432,2008-12-02,2008,4,12,1,02,2008,4,12,1,02
1433,2008-12-03,2008,4,12,1,03,2008,4,12,1,03
1434,2008-12-04,2008,4,12,1,04,2008,4,12,1,04
1435,2008-12-05,2008,4,12,1,05,2008,4,12,1,05
1436,2008-12-06,2008,4,12,1,06,2008,4,12,1,06
1437,2008-12-07,2008,4,12,1,07,2008,4,12,1,07
1438,2008-12-08,2008,4,12,2,08,2008,4,12,2,08
1439,2008-12-09,2008,4,12,2,09,2008,4,12,2,09
1440,2008-12-10,2008,4,12,2,10,2008,4,12,2,10
1441,2008-12-11,2008,4,12,2,11,2008,4,12,2,11
1442,2008-12-12,2008,4,12,2,12,2008,4,12,2,12
1443,2008-12-13,2008,4,12,2,13,2008,4,12,2,13
1444,2008-12-14,2008,4,12,2,14,2008,4,12,2,14
1445,2008-12-15,2008,4,12,3,15,2008,4,12,3,15
1446,2008-12-16,2008,4,12,3,16,2008,4,12,3,16
1447,2008-12-17,2008,4,12,3,17,2008,4,12,3,17
1448,2008-12-18,2008,4,12,3,18,2008,4,12,3,18
1449,2008-12-19,2008,4,12,3,19,2008,4,12,3,19
1450,2008-12-20,2008,4,12,3,20,2008,4,12,3,20
1451,2008-12-21,2008,4,12,3,21,2008,4,12,3,21
1452,2008-12-22,2008,4,12,4,22,2008,4,12,4,22
1453,2008-12-23,2008,4,12,4,23,2008,4,12,4,23
1454,2008-12-24,2008,4,12,4,24,2008,4,12,4,24
1455,2008-12-25,2008,4,12,4,25,2008,4,12,4,25
1456,2008-12-26,2008,4,12,4,26,2008,4,12,4,26
1457,2008-12-27,2008,4,12,4,27,2008,4,12,4,27
1458,2008-12-28,2008,4,12,4,28,2008,4,12,4,28
1459,2008-12-29,2008,4,12,5,29,2008,4,12,5,29
1460,2008-12-30,2008,4,12,5,30,2008,4,12,5,30
1461,2008-12-31,2008,4,12,5,31,2008,4,12,5,31
1462,2009-01-01,2009,1,01,1,01,2009,1,01,1,01
1463,2009-01-02,2009,1,01,1,02,2009,1,01,1,02
1464,2009-01-03,2009,1,01,1,03,2009,1,01,1,03
1465,2009-01-04,2009,1,01,1,04,2009,1,01,1,04
1466,2009-01-05,2009,1,01,1,05,2009,1,01,1,05
1467,2009-01-06,2009,1,01,1,06,2009,1,01,1,06
1468,2009-01-07,2009,1,01,1,07,2009,1,01,1,07
1469,2009-01-08,2009,1,01,2,08,2009,1,01,2,08
1470,2009-01-09,2009,1,01,2,09,2009,1,01,2,09
1471,2009-01-10,2009,1,01,2,10,2009,1,01,2,10
1472,2009-01-11,2009,1,01,2,11,2009,1,01,2,11
1473,2009-01-12,2009,1,01,2,12,2009,1,01,2,12
1474,2009-01-13,2009,1,01,2,13,2009,1,01,2,13
1475,2009-01-14,2009,1,01,2,14,2009,1,01,2,14
1476,2009-01-15,2009,1,01,3,15,2009,1,01,3,15
1477,2009-01-16,2009,1,01,3,16,2009,1,01,3,16
1478,2009-01-17,2009,1,01,3,17,2009,1,01,3,17
1479,2009-01-18,2009,1,01,3,18,2009,1,01,3,18
1480,2009-01-19,2009,1,01,3,19,2009,1,01,3,19
1481,2009-01-20,2009,1,01,3,20,2009,1,01,3,20
1482,2009-01-21,2009,1,01,3,21,2009,1,01,3,21
1483,2009-01-22,2009,1,01,4,22,2009,1,01,4,22
1484,2009-01-23,2009,1,01,4,23,2009,1,01,4,23
1485,2009-01-24,2009,1,01,4,24,2009,1,01,4,24
1486,2009-01-25,2009,1,01,4,25,2009,1,01,4,25
1487,2009-01-26,2009,1,01,4,26,2009,1,01,4,26
1488,2009-01-27,2009,1,01,4,27,2009,1,01,4,27
1489,2009-01-28,2009,1,01,4,28,2009,1,01,4,28
1490,2009-01-29,2009,1,01,5,29,2009,1,01,5,29
1491,2009-01-30,2009,1,01,5,30,2009,1,01,5,30
1492,2009-01-31,2009,1,01,5,31,2009,1,01,5,31
1493,2009-02-01,2009,1,02,1,01,2009,1,02,1,01
1494,2009-02-02,2009,1,02,1,02,2009,1,02,1,02
1495,2009-02-03,2009,1,02,1,03,2009,1,02,1,03
1496,2009-02-04,2009,1,02,1,04,2009,1,02,1,04
1497,2009-02-05,2009,1,02,1,05,2009,1,02,1,05
1498,2009-02-06,2009,1,02,1,06,2009,1,02,1,06
1499,2009-02-07,2009,1,02,1,07,2009,1,02,1,07
1500,2009-02-08,2009,1,02,2,08,2009,1,02,2,08
1501,2009-02-09,2009,1,02,2,09,2009,1,02,2,09
1502,2009-02-10,2009,1,02,2,10,2009,1,02,2,10
1503,2009-02-11,2009,1,02,2,11,2009,1,02,2,11
1504,2009-02-12,2009,1,02,2,12,2009,1,02,2,12
1505,2009-02-13,2009,1,02,2,13,2009,1,02,2,13
1506,2009-02-14,2009,1,02,2,14,2009,1,02,2,14
1507,2009-02-15,2009,1,02,3,15,2009,1,02,3,15
1508,2009-02-16,2009,1,02,3,16,2009,1,02,3,16
1509,2009-02-17,2009,1,02,3,17,2009,1,02,3,17
1510,2009-02-18,2009,1,02,3,18,2009,1,02,3,18
1511,2009-02-19,2009,1,02,3,19,2009,1,02,3,19
1512,2009-02-20,2009,1,02,3,20,2009,1,02,3,20
1513,2009-02-21,2009,1,02,3,21,2009,1,02,3,21
1514,2009-02-22,2009,1,02,4,22,2009,1,02,4,22
1515,2009-02-23,2009,1,02,4,23,2009,1,02,4,23
1516,2009-02-24,2009,1,02,4,24,2009,1,02,4,24
1517,2009-02-25,2009,1,02,4,25,2009,1,02,4,25
1518,2009-02-26,2009,1,02,4,26,2009,1,02,4,26
1519,2009-02-27,2009,1,02,4,27,2009,1,02,4,27
1520,2009-02-28,2009,1,02,4,28,2009,1,02,4,28
1521,2009-03-01,2009,1,03,1,01,2009,1,03,1,01
1522,2009-03-02,2009,1,03,1,02,2009,1,03,1,02
1523,2009-03-03,2009,1,03,1,03,2009,1,03,1,03
1524,2009-03-04,2009,1,03,1,04,2009,1,03,1,04
1525,2009-03-05,2009,1,03,1,05,2009,1,03,1,05
1526,2009-03-06,2009,1,03,1,06,2009,1,03,1,06
1527,2009-03-07,2009,1,03,1,07,2009,1,03,1,07
1528,2009-03-08,2009,1,03,2,08,2009,1,03,2,08
1529,2009-03-09,2009,1,03,2,09,2009,1,03,2,09
1530,2009-03-10,2009,1,03,2,10,2009,1,03,2,10
1531,2009-03-11,2009,1,03,2,11,2009,1,03,2,11
1532,2009-03-12,2009,1,03,2,12,2009,1,03,2,12
1533,2009-03-13,2009,1,03,2,13,2009,1,03,2,13
1534,2009-03-14,2009,1,03,2,14,2009,1,03,2,14
1535,2009-03-15,2009,1,03,3,15,2009,1,03,3,15
1536,2009-03-16,2009,1,03,3,16,2009,1,03,3,16
1537,2009-03-17,2009,1,03,3,17,2009,1,03,3,17
1538,2009-03-18,2009,1,03,3,18,2009,1,03,3,18
1539,2009-03-19,2009,1,03,3,19,2009,1,03,3,19
1540,2009-03-20,2009,1,03,3,20,2009,1,03,3,20
1541,2009-03-21,2009,1,03,3,21,2009,1,03,3,21
1542,2009-03-22,2009,1,03,4,22,2009,1,03,4,22
1543,2009-03-23,2009,1,03,4,23,2009,1,03,4,23
1544,2009-03-24,2009,1,03,4,24,2009,1,03,4,24
1545,2009-03-25,2009,1,03,4,25,2009,1,03,4,25
1546,2009-03-26,2009,1,03,4,26,2009,1,03,4,26
1547,2009-03-27,2009,1,03,4,27,2009,1,03,4,27
1548,2009-03-28,2009,1,03,4,28,2009,1,03,4,28
1549,2009-03-29,2009,1,03,5,29,2009,1,03,5,29
1550,2009-03-30,2009,1,03,5,30,2009,1,03,5,30
1551,2009-03-31,2009,1,03,5,31,2009,1,03,5,31
1552,2009-04-01,2009,2,04,1,01,2009,2,04,1,01
1553,2009-04-02,2009,2,04,1,02,2009,2,04,1,02
1554,2009-04-03,2009,2,04,1,03,2009,2,04,1,03
1555,2009-04-04,2009,2,04,1,04,2009,2,04,1,04
1556,2009-04-05,2009,2,04,1,05,2009,2,04,1,05
1557,2009-04-06,2009,2,04,1,06,2009,2,04,1,06
1558,2009-04-07,2009,2,04,1,07,2009,2,04,1,07
1559,2009-04-08,2009,2,04,2,08,2009,2,04,2,08
1560,2009-04-09,2009,2,04,2,09,2009,2,04,2,09
1561,2009-04-10,2009,2,04,2,10,2009,2,04,2,10
